id_execucao,id_cenario,grupo,patologia,n_holders,distribuicao,parametro_dist,n_candidatos,tamanho_comite,turnout,n_aprovacoes,n_blocos,frac_proxy,tam_cartel,orcamento_suborno,frac_exchange,frac_colludida,n_rodadas,vantagem_incumbencia,reinveste_recompensa,metrica,camada,media,ic95,n_runs,seed_base
20260703-002116,33,G11,entrincheiramento,200,pareto,1.16,2000,21,1.0,30,10000,0.0,0,0.0,0.0,0.0,10,0.5,0.0,permanencia_media,produzido,7.219048,0.51772,30,42
20260703-002116,33,G11,entrincheiramento,200,pareto,1.16,2000,21,1.0,30,10000,0.0,0,0.0,0.0,0.0,10,0.5,0.0,diversidade,stake,0.219365,0.029798,30,42
20260703-002116,33,G11,entrincheiramento,200,pareto,1.16,2000,21,1.0,30,10000,0.0,0,0.0,0.0,0.0,10,0.5,0.0,diversidade,eleito,0.219365,0.029798,30,42
20260703-002116,33,G11,entrincheiramento,200,pareto,1.16,2000,21,1.0,30,10000,0.0,0,0.0,0.0,0.0,10,0.5,0.0,diversidade,produzido,0.219365,0.029798,30,42
20260703-002116,34,G11,entrincheiramento,200,pareto,1.16,2000,21,1.0,30,10000,0.0,0,0.0,0.0,0.0,2,1.0,0.0,rotatividade,stake,0.32381,0.090656,30,42
20260703-002116,34,G11,entrincheiramento,200,pareto,1.16,2000,21,1.0,30,10000,0.0,0,0.0,0.0,0.0,2,1.0,0.0,rotatividade,eleito,0.32381,0.090656,30,42
20260703-002116,34,G11,entrincheiramento,200,pareto,1.16,2000,21,1.0,30,10000,0.0,0,0.0,0.0,0.0,2,1.0,0.0,rotatividade,produzido,0.32381,0.090656,30,42
20260703-002116,34,G11,entrincheiramento,200,pareto,1.16,2000,21,1.0,30,10000,0.0,0,0.0,0.0,0.0,2,1.0,0.0,persistencia,stake,0.838095,0.045328,30,42
20260703-002116,34,G11,entrincheiramento,200,pareto,1.16,2000,21,1.0,30,10000,0.0,0,0.0,0.0,0.0,2,1.0,0.0,persistencia,eleito,0.838095,0.045328,30,42
20260703-002116,34,G11,entrincheiramento,200,pareto,1.16,2000,21,1.0,30,10000,0.0,0,0.0,0.0,0.0,2,1.0,0.0,persistencia,produzido,0.838095,0.045328,30,42
20260703-002116,34,G11,entrincheiramento,200,pareto,1.16,2000,21,1.0,30,10000,0.0,0,0.0,0.0,0.0,2,1.0,0.0,permanencia_media,stake,1.838095,0.045328,30,42
20260703-002116,34,G11,entrincheiramento,200,pareto,1.16,2000,21,1.0,30,10000,0.0,0,0.0,0.0,0.0,2,1.0,0.0,permanencia_media,eleito,1.838095,0.045328,30,42
20260703-002116,34,G11,entrincheiramento,200,pareto,1.16,2000,21,1.0,30,10000,0.0,0,0.0,0.0,0.0,2,1.0,0.0,permanencia_media,produzido,1.838095,0.045328,30,42
20260703-002116,34,G11,entrincheiramento,200,pareto,1.16,2000,21,1.0,30,10000,0.0,0,0.0,0.0,0.0,2,1.0,0.0,diversidade,stake,0.580952,0.022664,30,42
20260703-002116,34,G11,entrincheiramento,200,pareto,1.16,2000,21,1.0,30,10000,0.0,0,0.0,0.0,0.0,2,1.0,0.0,diversidade,eleito,0.580952,0.022664,30,42
20260703-002116,34,G11,entrincheiramento,200,pareto,1.16,2000,21,1.0,30,10000,0.0,0,0.0,0.0,0.0,2,1.0,0.0,diversidade,produzido,0.580952,0.022664,30,42
20260703-002116,35,G11,entrincheiramento,200,pareto,1.16,2000,21,1.0,30,10000,0.0,0,0.0,0.0,0.0,5,1.0,0.0,rotatividade,stake,0.286508,0.084478,30,42
20260703-002116,35,G11,entrincheiramento,200,pareto,1.16,2000,21,1.0,30,10000,0.0,0,0.0,0.0,0.0,5,1.0,0.0,rotatividade,eleito,0.286508,0.084478,30,42
20260703-002116,35,G11,entrincheiramento,200,pareto,1.16,2000,21,1.0,30,10000,0.0,0,0.0,0.0,0.0,5,1.0,0.0,rotatividade,produzido,0.286508,0.084478,30,42
20260703-002116,35,G11,entrincheiramento,200,pareto,1.16,2000,21,1.0,30,10000,0.0,0,0.0,0.0,0.0,5,1.0,0.0,persistencia,stake,0.730159,0.058575,30,42
20260703-002116,35,G11,entrincheiramento,200,pareto,1.16,2000,21,1.0,30,10000,0.0,0,0.0,0.0,0.0,5,1.0,0.0,persistencia,eleito,0.730159,0.058575,30,42
20260703-002116,35,G11,entrincheiramento,200,pareto,1.16,2000,21,1.0,30,10000,0.0,0,0.0,0.0,0.0,5,1.0,0.0,persistencia,produzido,0.730159,0.058575,30,42
20260703-002116,35,G11,entrincheiramento,200,pareto,1.16,2000,21,1.0,30,10000,0.0,0,0.0,0.0,0.0,5,1.0,0.0,permanencia_media,stake,4.190476,0.210562,30,42
20260703-002116,35,G11,entrincheiramento,200,pareto,1.16,2000,21,1.0,30,10000,0.0,0,0.0,0.0,0.0,5,1.0,0.0,permanencia_media,eleito,4.190476,0.210562,30,42
20260703-002116,35,G11,entrincheiramento,200,pareto,1.16,2000,21,1.0,30,10000,0.0,0,0.0,0.0,0.0,5,1.0,0.0,permanencia_media,produzido,4.190476,0.210562,30,42
20260703-002116,35,G11,entrincheiramento,200,pareto,1.16,2000,21,1.0,30,10000,0.0,0,0.0,0.0,0.0,5,1.0,0.0,diversidade,stake,0.30381,0.030474,30,42
20260703-002116,35,G11,entrincheiramento,200,pareto,1.16,2000,21,1.0,30,10000,0.0,0,0.0,0.0,0.0,5,1.0,0.0,diversidade,eleito,0.30381,0.030474,30,42
20260703-002116,35,G11,entrincheiramento,200,pareto,1.16,2000,21,1.0,30,10000,0.0,0,0.0,0.0,0.0,5,1.0,0.0,diversidade,produzido,0.30381,0.030474,30,42
20260703-002116,36,G11,entrincheiramento,200,pareto,1.16,2000,21,1.0,30,10000,0.0,0,0.0,0.0,0.0,10,1.0,0.0,rotatividade,stake,0.28254,0.086956,30,42
20260703-002116,36,G11,entrincheiramento,200,pareto,1.16,2000,21,1.0,30,10000,0.0,0,0.0,0.0,0.0,10,1.0,0.0,rotatividade,eleito,0.28254,0.086956,30,42
20260703-002116,36,G11,entrincheiramento,200,pareto,1.16,2000,21,1.0,30,10000,0.0,0,0.0,0.0,0.0,10,1.0,0.0,rotatividade,produzido,0.28254,0.086956,30,42
20260703-002116,36,G11,entrincheiramento,200,pareto,1.16,2000,21,1.0,30,10000,0.0,0,0.0,0.0,0.0,10,1.0,0.0,persistencia,stake,0.67619,0.060932,30,42
20260703-002116,36,G11,entrincheiramento,200,pareto,1.16,2000,21,1.0,30,10000,0.0,0,0.0,0.0,0.0,10,1.0,0.0,persistencia,eleito,0.67619,0.060932,30,42
20260703-002116,36,G11,entrincheiramento,200,pareto,1.16,2000,21,1.0,30,10000,0.0,0,0.0,0.0,0.0,10,1.0,0.0,persistencia,produzido,0.67619,0.060932,30,42
20260703-002116,36,G11,entrincheiramento,200,pareto,1.16,2000,21,1.0,30,10000,0.0,0,0.0,0.0,0.0,10,1.0,0.0,permanencia_media,stake,7.819048,0.538942,30,42
20260703-002116,36,G11,entrincheiramento,200,pareto,1.16,2000,21,1.0,30,10000,0.0,0,0.0,0.0,0.0,10,1.0,0.0,permanencia_media,eleito,7.819048,0.538942,30,42
20260703-002116,36,G11,entrincheiramento,200,pareto,1.16,2000,21,1.0,30,10000,0.0,0,0.0,0.0,0.0,10,1.0,0.0,permanencia_media,produzido,7.819048,0.538942,30,42
20260703-002116,36,G11,entrincheiramento,200,pareto,1.16,2000,21,1.0,30,10000,0.0,0,0.0,0.0,0.0,10,1.0,0.0,diversidade,stake,0.196032,0.02857,30,42
20260703-002116,36,G11,entrincheiramento,200,pareto,1.16,2000,21,1.0,30,10000,0.0,0,0.0,0.0,0.0,10,1.0,0.0,diversidade,eleito,0.196032,0.02857,30,42
20260703-002116,36,G11,entrincheiramento,200,pareto,1.16,2000,21,1.0,30,10000,0.0,0,0.0,0.0,0.0,10,1.0,0.0,diversidade,produzido,0.196032,0.02857,30,42
20260703-002116,37,G11,entrincheiramento,200,pareto,1.16,2000,54,1.0,30,10000,0.0,0,0.0,0.0,0.0,2,0.0,0.0,rotatividade,stake,0.688889,0.05039,30,42
20260703-002116,37,G11,entrincheiramento,200,pareto,1.16,2000,54,1.0,30,10000,0.0,0,0.0,0.0,0.0,2,0.0,0.0,rotatividade,eleito,0.688889,0.05039,30,42
20260703-002116,37,G11,entrincheiramento,200,pareto,1.16,2000,54,1.0,30,10000,0.0,0,0.0,0.0,0.0,2,0.0,0.0,rotatividade,produzido,0.688889,0.05039,30,42
20260703-002116,37,G11,entrincheiramento,200,pareto,1.16,2000,54,1.0,30,10000,0.0,0,0.0,0.0,0.0,2,0.0,0.0,persistencia,stake,0.655556,0.025195,30,42
20260703-002116,37,G11,entrincheiramento,200,pareto,1.16,2000,54,1.0,30,10000,0.0,0,0.0,0.0,0.0,2,0.0,0.0,persistencia,eleito,0.655556,0.025195,30,42
20260703-002116,37,G11,entrincheiramento,200,pareto,1.16,2000,54,1.0,30,10000,0.0,0,0.0,0.0,0.0,2,0.0,0.0,persistencia,produzido,0.655556,0.025195,30,42
20260703-002116,37,G11,entrincheiramento,200,pareto,1.16,2000,54,1.0,30,10000,0.0,0,0.0,0.0,0.0,2,0.0,0.0,permanencia_media,stake,1.655556,0.025195,30,42
20260703-002116,37,G11,entrincheiramento,200,pareto,1.16,2000,54,1.0,30,10000,0.0,0,0.0,0.0,0.0,2,0.0,0.0,permanencia_media,eleito,1.655556,0.025195,30,42
20260703-002116,37,G11,entrincheiramento,200,pareto,1.16,2000,54,1.0,30,10000,0.0,0,0.0,0.0,0.0,2,0.0,0.0,permanencia_media,produzido,1.655556,0.025195,30,42
20260703-002116,37,G11,entrincheiramento,200,pareto,1.16,2000,54,1.0,30,10000,0.0,0,0.0,0.0,0.0,2,0.0,0.0,diversidade,stake,0.672222,0.012597,30,42
20260703-002116,37,G11,entrincheiramento,200,pareto,1.16,2000,54,1.0,30,10000,0.0,0,0.0,0.0,0.0,2,0.0,0.0,diversidade,eleito,0.672222,0.012597,30,42
20260703-002116,37,G11,entrincheiramento,200,pareto,1.16,2000,54,1.0,30,10000,0.0,0,0.0,0.0,0.0,2,0.0,0.0,diversidade,produzido,0.672222,0.012597,30,42
20260703-002116,38,G11,entrincheiramento,200,pareto,1.16,2000,54,1.0,30,10000,0.0,0,0.0,0.0,0.0,5,0.0,0.0,rotatividade,stake,0.692901,0.046102,30,42
20260703-002116,38,G11,entrincheiramento,200,pareto,1.16,2000,54,1.0,30,10000,0.0,0,0.0,0.0,0.0,5,0.0,0.0,rotatividade,eleito,0.692901,0.046102,30,42
20260703-002116,38,G11,entrincheiramento,200,pareto,1.16,2000,54,1.0,30,10000,0.0,0,0.0,0.0,0.0,5,0.0,0.0,rotatividade,produzido,0.692901,0.046102,30,42
20260703-002116,38,G11,entrincheiramento,200,pareto,1.16,2000,54,1.0,30,10000,0.0,0,0.0,0.0,0.0,5,0.0,0.0,persistencia,stake,0.494444,0.029284,30,42
20260703-002116,38,G11,entrincheiramento,200,pareto,1.16,2000,54,1.0,30,10000,0.0,0,0.0,0.0,0.0,5,0.0,0.0,persistencia,eleito,0.494444,0.029284,30,42
20260703-002116,38,G11,entrincheiramento,200,pareto,1.16,2000,54,1.0,30,10000,0.0,0,0.0,0.0,0.0,5,0.0,0.0,persistencia,produzido,0.494444,0.029284,30,42
20260703-002116,38,G11,entrincheiramento,200,pareto,1.16,2000,54,1.0,30,10000,0.0,0,0.0,0.0,0.0,5,0.0,0.0,permanencia_media,stake,3.241358,0.111574,30,42
20260703-002116,38,G11,entrincheiramento,200,pareto,1.16,2000,54,1.0,30,10000,0.0,0,0.0,0.0,0.0,5,0.0,0.0,permanencia_media,eleito,3.241358,0.111574,30,42
20260703-002116,38,G11,entrincheiramento,200,pareto,1.16,2000,54,1.0,30,10000,0.0,0,0.0,0.0,0.0,5,0.0,0.0,permanencia_media,produzido,3.241358,0.111574,30,42
20260703-002116,38,G11,entrincheiramento,200,pareto,1.16,2000,54,1.0,30,10000,0.0,0,0.0,0.0,0.0,5,0.0,0.0,diversidade,stake,0.393827,0.012742,30,42
20260703-002116,38,G11,entrincheiramento,200,pareto,1.16,2000,54,1.0,30,10000,0.0,0,0.0,0.0,0.0,5,0.0,0.0,diversidade,eleito,0.393827,0.012742,30,42
20260703-002116,38,G11,entrincheiramento,200,pareto,1.16,2000,54,1.0,30,10000,0.0,0,0.0,0.0,0.0,5,0.0,0.0,diversidade,produzido,0.393827,0.012742,30,42
20260703-002116,39,G11,entrincheiramento,200,pareto,1.16,2000,54,1.0,30,10000,0.0,0,0.0,0.0,0.0,10,0.0,0.0,rotatividade,stake,0.687243,0.046291,30,42
20260703-002116,39,G11,entrincheiramento,200,pareto,1.16,2000,54,1.0,30,10000,0.0,0,0.0,0.0,0.0,10,0.0,0.0,rotatividade,eleito,0.687243,0.046291,30,42
20260703-002116,39,G11,entrincheiramento,200,pareto,1.16,2000,54,1.0,30,10000,0.0,0,0.0,0.0,0.0,10,0.0,0.0,rotatividade,produzido,0.687243,0.046291,30,42
20260703-002116,39,G11,entrincheiramento,200,pareto,1.16,2000,54,1.0,30,10000,0.0,0,0.0,0.0,0.0,10,0.0,0.0,persistencia,stake,0.435185,0.027939,30,42
20260703-002116,39,G11,entrincheiramento,200,pareto,1.16,2000,54,1.0,30,10000,0.0,0,0.0,0.0,0.0,10,0.0,0.0,persistencia,eleito,0.435185,0.027939,30,42
20260703-002116,39,G11,entrincheiramento,200,pareto,1.16,2000,54,1.0,30,10000,0.0,0,0.0,0.0,0.0,10,0.0,0.0,persistencia,produzido,0.435185,0.027939,30,42
20260703-002116,39,G11,entrincheiramento,200,pareto,1.16,2000,54,1.0,30,10000,0.0,0,0.0,0.0,0.0,10,0.0,0.0,permanencia_media,stake,5.50679,0.235963,30,42
20260703-002116,39,G11,entrincheiramento,200,pareto,1.16,2000,54,1.0,30,10000,0.0,0,0.0,0.0,0.0,10,0.0,0.0,permanencia_media,eleito,5.50679,0.235963,30,42
20260703-002116,39,G11,entrincheiramento,200,pareto,1.16,2000,54,1.0,30,10000,0.0,0,0.0,0.0,0.0,10,0.0,0.0,permanencia_media,produzido,5.50679,0.235963,30,42
20260703-002116,39,G11,entrincheiramento,200,pareto,1.16,2000,54,1.0,30,10000,0.0,0,0.0,0.0,0.0,10,0.0,0.0,diversidade,stake,0.250062,0.010418,30,42
20260703-002116,39,G11,entrincheiramento,200,pareto,1.16,2000,54,1.0,30,10000,0.0,0,0.0,0.0,0.0,10,0.0,0.0,diversidade,eleito,0.250062,0.010418,30,42
20260703-002116,39,G11,entrincheiramento,200,pareto,1.16,2000,54,1.0,30,10000,0.0,0,0.0,0.0,0.0,10,0.0,0.0,diversidade,produzido,0.250062,0.010418,30,42
20260703-002116,40,G11,entrincheiramento,200,pareto,1.16,2000,54,1.0,30,10000,0.0,0,0.0,0.0,0.0,2,0.5,0.0,rotatividade,stake,0.52716,0.054666,30,42
20260703-002116,40,G11,entrincheiramento,200,pareto,1.16,2000,54,1.0,30,10000,0.0,0,0.0,0.0,0.0,2,0.5,0.0,rotatividade,eleito,0.52716,0.054666,30,42
20260703-002116,40,G11,entrincheiramento,200,pareto,1.16,2000,54,1.0,30,10000,0.0,0,0.0,0.0,0.0,2,0.5,0.0,rotatividade,produzido,0.52716,0.054666,30,42
20260703-002116,40,G11,entrincheiramento,200,pareto,1.16,2000,54,1.0,30,10000,0.0,0,0.0,0.0,0.0,2,0.5,0.0,persistencia,stake,0.73642,0.027333,30,42
20260703-002116,40,G11,entrincheiramento,200,pareto,1.16,2000,54,1.0,30,10000,0.0,0,0.0,0.0,0.0,2,0.5,0.0,persistencia,eleito,0.73642,0.027333,30,42
20260703-002116,40,G11,entrincheiramento,200,pareto,1.16,2000,54,1.0,30,10000,0.0,0,0.0,0.0,0.0,2,0.5,0.0,persistencia,produzido,0.73642,0.027333,30,42
20260703-002116,40,G11,entrincheiramento,200,pareto,1.16,2000,54,1.0,30,10000,0.0,0,0.0,0.0,0.0,2,0.5,0.0,permanencia_media,stake,1.73642,0.027333,30,42
20260703-002116,40,G11,entrincheiramento,200,pareto,1.16,2000,54,1.0,30,10000,0.0,0,0.0,0.0,0.0,2,0.5,0.0,permanencia_media,eleito,1.73642,0.027333,30,42
20260703-002116,40,G11,entrincheiramento,200,pareto,1.16,2000,54,1.0,30,10000,0.0,0,0.0,0.0,0.0,2,0.5,0.0,permanencia_media,produzido,1.73642,0.027333,30,42
20260703-002116,40,G11,entrincheiramento,200,pareto,1.16,2000,54,1.0,30,10000,0.0,0,0.0,0.0,0.0,2,0.5,0.0,diversidade,stake,0.63179,0.013667,30,42
20260703-002116,40,G11,entrincheiramento,200,pareto,1.16,2000,54,1.0,30,10000,0.0,0,0.0,0.0,0.0,2,0.5,0.0,diversidade,eleito,0.63179,0.013667,30,42
20260703-002116,40,G11,entrincheiramento,200,pareto,1.16,2000,54,1.0,30,10000,0.0,0,0.0,0.0,0.0,2,0.5,0.0,diversidade,produzido,0.63179,0.013667,30,42
20260703-002116,41,G11,entrincheiramento,200,pareto,1.16,2000,54,1.0,30,10000,0.0,0,0.0,0.0,0.0,5,0.5,0.0,rotatividade,stake,0.505556,0.049273,30,42
20260703-002116,41,G11,entrincheiramento,200,pareto,1.16,2000,54,1.0,30,10000,0.0,0,0.0,0.0,0.0,5,0.5,0.0,rotatividade,eleito,0.505556,0.049273,30,42
20260703-002116,41,G11,entrincheiramento,200,pareto,1.16,2000,54,1.0,30,10000,0.0,0,0.0,0.0,0.0,5,0.5,0.0,rotatividade,produzido,0.505556,0.049273,30,42
20260703-002116,41,G11,entrincheiramento,200,pareto,1.16,2000,54,1.0,30,10000,0.0,0,0.0,0.0,0.0,5,0.5,0.0,persistencia,stake,0.580864,0.031923,30,42
20260703-002116,41,G11,entrincheiramento,200,pareto,1.16,2000,54,1.0,30,10000,0.0,0,0.0,0.0,0.0,5,0.5,0.0,persistencia,eleito,0.580864,0.031923,30,42
20260703-002116,41,G11,entrincheiramento,200,pareto,1.16,2000,54,1.0,30,10000,0.0,0,0.0,0.0,0.0,5,0.5,0.0,persistencia,produzido,0.580864,0.031923,30,42
20260703-002116,41,G11,entrincheiramento,200,pareto,1.16,2000,54,1.0,30,10000,0.0,0,0.0,0.0,0.0,5,0.5,0.0,permanencia_media,stake,3.62963,0.121458,30,42
20260703-002116,41,G11,entrincheiramento,200,pareto,1.16,2000,54,1.0,30,10000,0.0,0,0.0,0.0,0.0,5,0.5,0.0,permanencia_media,eleito,3.62963,0.121458,30,42
20260703-002116,41,G11,entrincheiramento,200,pareto,1.16,2000,54,1.0,30,10000,0.0,0,0.0,0.0,0.0,5,0.5,0.0,permanencia_media,produzido,3.62963,0.121458,30,42
20260703-002116,41,G11,entrincheiramento,200,pareto,1.16,2000,54,1.0,30,10000,0.0,0,0.0,0.0,0.0,5,0.5,0.0,diversidade,stake,0.361728,0.013638,30,42
20260703-002116,41,G11,entrincheiramento,200,pareto,1.16,2000,54,1.0,30,10000,0.0,0,0.0,0.0,0.0,5,0.5,0.0,diversidade,eleito,0.361728,0.013638,30,42
20260703-002116,41,G11,entrincheiramento,200,pareto,1.16,2000,54,1.0,30,10000,0.0,0,0.0,0.0,0.0,5,0.5,0.0,diversidade,produzido,0.361728,0.013638,30,42
20260703-002116,42,G11,entrincheiramento,200,pareto,1.16,2000,54,1.0,30,10000,0.0,0,0.0,0.0,0.0,10,0.5,0.0,rotatividade,stake,0.494239,0.048286,30,42
20260703-002116,42,G11,entrincheiramento,200,pareto,1.16,2000,54,1.0,30,10000,0.0,0,0.0,0.0,0.0,10,0.5,0.0,rotatividade,eleito,0.494239,0.048286,30,42
20260703-002116,42,G11,entrincheiramento,200,pareto,1.16,2000,54,1.0,30,10000,0.0,0,0.0,0.0,0.0,10,0.5,0.0,rotatividade,produzido,0.494239,0.048286,30,42
20260703-002116,42,G11,entrincheiramento,200,pareto,1.16,2000,54,1.0,30,10000,0.0,0,0.0,0.0,0.0,10,0.5,0.0,persistencia,stake,0.521605,0.030694,30,42
20260703-002116,42,G11,entrincheiramento,200,pareto,1.16,2000,54,1.0,30,10000,0.0,0,0.0,0.0,0.0,10,0.5,0.0,persistencia,eleito,0.521605,0.030694,30,42
20260703-002116,42,G11,entrincheiramento,200,pareto,1.16,2000,54,1.0,30,10000,0.0,0,0.0,0.0,0.0,10,0.5,0.0,persistencia,produzido,0.521605,0.030694,30,42
20260703-002116,42,G11,entrincheiramento,200,pareto,1.16,2000,54,1.0,30,10000,0.0,0,0.0,0.0,0.0,10,0.5,0.0,permanencia_media,stake,6.406173,0.270292,30,42
20260703-002116,42,G11,entrincheiramento,200,pareto,1.16,2000,54,1.0,30,10000,0.0,0,0.0,0.0,0.0,10,0.5,0.0,permanencia_media,eleito,6.406173,0.270292,30,42
20260703-002116,42,G11,entrincheiramento,200,pareto,1.16,2000,54,1.0,30,10000,0.0,0,0.0,0.0,0.0,10,0.5,0.0,permanencia_media,produzido,6.406173,0.270292,30,42
20260703-002116,42,G11,entrincheiramento,200,pareto,1.16,2000,54,1.0,30,10000,0.0,0,0.0,0.0,0.0,10,0.5,0.0,diversidade,stake,0.232654,0.010845,30,42
20260703-002116,42,G11,entrincheiramento,200,pareto,1.16,2000,54,1.0,30,10000,0.0,0,0.0,0.0,0.0,10,0.5,0.0,diversidade,eleito,0.232654,0.010845,30,42
20260703-002116,42,G11,entrincheiramento,200,pareto,1.16,2000,54,1.0,30,10000,0.0,0,0.0,0.0,0.0,10,0.5,0.0,diversidade,produzido,0.232654,0.010845,30,42
20260703-002116,43,G11,entrincheiramento,200,pareto,1.16,2000,54,1.0,30,10000,0.0,0,0.0,0.0,0.0,2,1.0,0.0,rotatividade,stake,0.437037,0.054966,30,42
20260703-002116,43,G11,entrincheiramento,200,pareto,1.16,2000,54,1.0,30,10000,0.0,0,0.0,0.0,0.0,2,1.0,0.0,rotatividade,eleito,0.437037,0.054966,30,42
20260703-002116,43,G11,entrincheiramento,200,pareto,1.16,2000,54,1.0,30,10000,0.0,0,0.0,0.0,0.0,2,1.0,0.0,rotatividade,produzido,0.437037,0.054966,30,42
20260703-002116,43,G11,entrincheiramento,200,pareto,1.16,2000,54,1.0,30,10000,0.0,0,0.0,0.0,0.0,2,1.0,0.0,persistencia,stake,0.781481,0.027483,30,42
20260703-002116,43,G11,entrincheiramento,200,pareto,1.16,2000,54,1.0,30,10000,0.0,0,0.0,0.0,0.0,2,1.0,0.0,persistencia,eleito,0.781481,0.027483,30,42
20260703-002116,43,G11,entrincheiramento,200,pareto,1.16,2000,54,1.0,30,10000,0.0,0,0.0,0.0,0.0,2,1.0,0.0,persistencia,produzido,0.781481,0.027483,30,42
20260703-002116,43,G11,entrincheiramento,200,pareto,1.16,2000,54,1.0,30,10000,0.0,0,0.0,0.0,0.0,2,1.0,0.0,permanencia_media,stake,1.781481,0.027483,30,42
20260703-002116,43,G11,entrincheiramento,200,pareto,1.16,2000,54,1.0,30,10000,0.0,0,0.0,0.0,0.0,2,1.0,0.0,permanencia_media,eleito,1.781481,0.027483,30,42
20260703-002116,43,G11,entrincheiramento,200,pareto,1.16,2000,54,1.0,30,10000,0.0,0,0.0,0.0,0.0,2,1.0,0.0,permanencia_media,produzido,1.781481,0.027483,30,42
20260703-002116,43,G11,entrincheiramento,200,pareto,1.16,2000,54,1.0,30,10000,0.0,0,0.0,0.0,0.0,2,1.0,0.0,diversidade,stake,0.609259,0.013742,30,42
20260703-002116,43,G11,entrincheiramento,200,pareto,1.16,2000,54,1.0,30,10000,0.0,0,0.0,0.0,0.0,2,1.0,0.0,diversidade,eleito,0.609259,0.013742,30,42
20260703-002116,43,G11,entrincheiramento,200,pareto,1.16,2000,54,1.0,30,10000,0.0,0,0.0,0.0,0.0,2,1.0,0.0,diversidade,produzido,0.609259,0.013742,30,42
20260703-002116,44,G11,entrincheiramento,200,pareto,1.16,2000,54,1.0,30,10000,0.0,0,0.0,0.0,0.0,5,1.0,0.0,rotatividade,stake,0.392593,0.046498,30,42
20260703-002116,44,G11,entrincheiramento,200,pareto,1.16,2000,54,1.0,30,10000,0.0,0,0.0,0.0,0.0,5,1.0,0.0,rotatividade,eleito,0.392593,0.046498,30,42
20260703-002116,44,G11,entrincheiramento,200,pareto,1.16,2000,54,1.0,30,10000,0.0,0,0.0,0.0,0.0,5,1.0,0.0,rotatividade,produzido,0.392593,0.046498,30,42
20260703-002116,44,G11,entrincheiramento,200,pareto,1.16,2000,54,1.0,30,10000,0.0,0,0.0,0.0,0.0,5,1.0,0.0,persistencia,stake,0.641975,0.03425,30,42
20260703-002116,44,G11,entrincheiramento,200,pareto,1.16,2000,54,1.0,30,10000,0.0,0,0.0,0.0,0.0,5,1.0,0.0,persistencia,eleito,0.641975,0.03425,30,42
20260703-002116,44,G11,entrincheiramento,200,pareto,1.16,2000,54,1.0,30,10000,0.0,0,0.0,0.0,0.0,5,1.0,0.0,persistencia,produzido,0.641975,0.03425,30,42
20260703-002116,44,G11,entrincheiramento,200,pareto,1.16,2000,54,1.0,30,10000,0.0,0,0.0,0.0,0.0,5,1.0,0.0,permanencia_media,stake,3.887654,0.119838,30,42
20260703-002116,44,G11,entrincheiramento,200,pareto,1.16,2000,54,1.0,30,10000,0.0,0,0.0,0.0,0.0,5,1.0,0.0,permanencia_media,eleito,3.887654,0.119838,30,42
20260703-002116,44,G11,entrincheiramento,200,pareto,1.16,2000,54,1.0,30,10000,0.0,0,0.0,0.0,0.0,5,1.0,0.0,permanencia_media,produzido,3.887654,0.119838,30,42
20260703-002116,44,G11,entrincheiramento,200,pareto,1.16,2000,54,1.0,30,10000,0.0,0,0.0,0.0,0.0,5,1.0,0.0,diversidade,stake,0.33679,0.015405,30,42
20260703-002116,44,G11,entrincheiramento,200,pareto,1.16,2000,54,1.0,30,10000,0.0,0,0.0,0.0,0.0,5,1.0,0.0,diversidade,eleito,0.33679,0.015405,30,42
20260703-002116,44,G11,entrincheiramento,200,pareto,1.16,2000,54,1.0,30,10000,0.0,0,0.0,0.0,0.0,5,1.0,0.0,diversidade,produzido,0.33679,0.015405,30,42
20260703-002116,45,G11,entrincheiramento,200,pareto,1.16,2000,54,1.0,30,10000,0.0,0,0.0,0.0,0.0,10,1.0,0.0,rotatividade,stake,0.376406,0.045286,30,42
20260703-002116,45,G11,entrincheiramento,200,pareto,1.16,2000,54,1.0,30,10000,0.0,0,0.0,0.0,0.0,10,1.0,0.0,rotatividade,eleito,0.376406,0.045286,30,42
20260703-002116,45,G11,entrincheiramento,200,pareto,1.16,2000,54,1.0,30,10000,0.0,0,0.0,0.0,0.0,10,1.0,0.0,rotatividade,produzido,0.376406,0.045286,30,42
20260703-002116,45,G11,entrincheiramento,200,pareto,1.16,2000,54,1.0,30,10000,0.0,0,0.0,0.0,0.0,10,1.0,0.0,persistencia,stake,0.590123,0.034223,30,42
20260703-002116,45,G11,entrincheiramento,200,pareto,1.16,2000,54,1.0,30,10000,0.0,0,0.0,0.0,0.0,10,1.0,0.0,persistencia,eleito,0.590123,0.034223,30,42
20260703-002116,45,G11,entrincheiramento,200,pareto,1.16,2000,54,1.0,30,10000,0.0,0,0.0,0.0,0.0,10,1.0,0.0,persistencia,produzido,0.590123,0.034223,30,42
20260703-002116,45,G11,entrincheiramento,200,pareto,1.16,2000,54,1.0,30,10000,0.0,0,0.0,0.0,0.0,10,1.0,0.0,permanencia_media,stake,7.106173,0.31867,30,42
20260703-002116,45,G11,entrincheiramento,200,pareto,1.16,2000,54,1.0,30,10000,0.0,0,0.0,0.0,0.0,10,1.0,0.0,permanencia_media,eleito,7.106173,0.31867,30,42
20260703-002116,45,G11,entrincheiramento,200,pareto,1.16,2000,54,1.0,30,10000,0.0,0,0.0,0.0,0.0,10,1.0,0.0,permanencia_media,produzido,7.106173,0.31867,30,42
